sample_id,actual_length,maze_path,image_path,path_text_description,blurred_low_image_path,blurred_image_path,blurred_high_image_path
sample_001,4.6098,"[(7.0, 7.0), (6.75, 7.0), (6.5, 7.0), (6.5, 7.25), (6.25, 7.25), (6.0, 7.25), (6.0, 7.0), (6.0, 6.75), (5.75, 6.75), (5.75, 6.5), (5.5, 6.5), (5.5, 6.75), (5.25, 6.75), (5.25, 7.0), (5.0, 7.0), (5.0, 7.25), (4.75, 7.25), (4.75, 7.5), (5.0, 7.5), (5.25, 7.5), (5.25, 7.75), (5.25, 8.0), (5.0, 8.0), (5.0, 7.75), (4.75, 7.75), (4.5, 7.75), (4.25, 7.75), (4.25, 8.0), (4.0, 8.0), (4.0, 7.75), (3.75, 7.75), (3.75, 8.0), (3.5, 8.0), (3.25, 8.0), (3.0, 8.0), (2.75, 8.0), (2.5, 8.0)]",3.0_7.0/thesis_output/sample_000_4.4982.pdf,"Take 0.5 units west, then Take 0.25 units north, then Take 0.5 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.5 units east, then Take 0.5 units north, then Take 0.25 units west, then Take 0.25 units south, then Take 0.75 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units north, then Take 1.25 units west.",3.0_7.0/thesis_output/blurred_1/sample_000_4.4982_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_000_4.4982_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_000_4.4982_blurred.pdf
sample_002,6.8784,"[(7.0, 7.0), (7.0, 6.75), (7.25, 6.75), (7.5, 6.75), (7.75, 6.75), (8.0, 6.75), (8.0, 6.5), (7.75, 6.5), (7.75, 6.25), (8.0, 6.25), (8.25, 6.25), (8.25, 6.0), (8.5, 6.0), (8.75, 6.0), (9.0, 6.0), (9.0, 6.25), (9.25, 6.25), (9.5, 6.25), (9.75, 6.25), (10.0, 6.25), (10.0, 6.0), (10.25, 6.0), (10.5, 6.0), (10.5, 6.25), (10.5, 6.5), (10.75, 6.5), (11.0, 6.5), (11.0, 6.25), (11.0, 6.0), (11.25, 6.0), (11.5, 6.0), (11.5, 5.75), (11.25, 5.75), (11.25, 5.5), (11.5, 5.5), (11.5, 5.25), (11.75, 5.25), (12.0, 5.25), (12.0, 5.5), (12.25, 5.5), (12.25, 5.75), (12.5, 5.75), (12.5, 5.5), (12.5, 5.25), (12.5, 5.0), (12.5, 4.75), (12.75, 4.75), (12.75, 4.5), (13.0, 4.5), (13.0, 4.75), (13.25, 4.75), (13.5, 4.75)]",3.0_7.0/thesis_output/sample_001_6.8029.pdf,"Take 0.25 units south, then Take 1.0 units east, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.5 units east, then Take 0.25 units south, then Take 0.75 units east, then Take 0.25 units north, then Take 1.0 units east, then Take 0.25 units south, then Take 0.5 units east, then Take 0.5 units north, then Take 0.5 units east, then Take 0.5 units south, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.5 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 1.0 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units east.",3.0_7.0/thesis_output/blurred_1/sample_001_6.8029_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_001_6.8029_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_001_6.8029_blurred.pdf
sample_003,5.8577,"[(7.0, 7.0), (7.0, 6.75), (6.75, 6.75), (6.75, 7.0), (6.75, 7.25), (6.75, 7.5), (6.5, 7.5), (6.25, 7.5), (6.0, 7.5), (5.75, 7.5), (5.75, 7.75), (6.0, 7.75), (6.0, 8.0), (6.0, 8.25), (6.0, 8.5), (5.75, 8.5), (5.5, 8.5), (5.25, 8.5), (5.25, 8.75), (5.25, 9.0), (5.25, 9.25), (5.25, 9.5), (5.0, 9.5), (4.75, 9.5), (4.75, 9.75), (4.5, 9.75), (4.5, 10.0), (4.5, 10.25), (4.25, 10.25), (4.25, 10.5), (4.25, 10.75), (4.0, 10.75), (3.75, 10.75), (3.75, 10.5), (4.0, 10.5), (4.0, 10.25), (3.75, 10.25), (3.5, 10.25), (3.25, 10.25), (3.0, 10.25), (2.75, 10.25), (2.75, 10.5), (2.75, 10.75), (2.5, 10.75)]",3.0_7.0/thesis_output/sample_002_5.928.pdf,"Take 0.25 units south, then Take 0.25 units west, then Take 0.75 units north, then Take 1.0 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.75 units north, then Take 0.75 units west, then Take 1.0 units north, then Take 0.5 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.5 units north, then Take 0.25 units west, then Take 0.5 units north, then Take 0.5 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 1.25 units west, then Take 0.5 units north, then Take 0.25 units west.",3.0_7.0/thesis_output/blurred_1/sample_002_5.928_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_002_5.928_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_002_5.928_blurred.pdf
sample_004,5.3968,"[(7.0, 7.0), (7.25, 7.0), (7.25, 7.25), (7.5, 7.25), (7.75, 7.25), (7.75, 7.0), (8.0, 7.0), (8.25, 7.0), (8.25, 6.75), (8.5, 6.75), (8.5, 6.5), (8.5, 6.25), (8.75, 6.25), (8.75, 6.5), (9.0, 6.5), (9.0, 6.25), (9.0, 6.0), (9.25, 6.0), (9.25, 5.75), (9.25, 5.5), (9.5, 5.5), (9.5, 5.75), (9.75, 5.75), (9.75, 6.0), (10.0, 6.0), (10.0, 6.25), (10.25, 6.25), (10.5, 6.25), (10.5, 6.0), (10.75, 6.0), (11.0, 6.0), (11.25, 6.0), (11.25, 5.75), (11.5, 5.75), (11.5, 6.0), (11.75, 6.0), (11.75, 5.75), (11.75, 5.5), (12.0, 5.5), (12.0, 5.75), (12.25, 5.75)]",3.0_7.0/thesis_output/sample_003_5.3946.pdf,"Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.25 units south, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.25 units south, then Take 0.75 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east.",3.0_7.0/thesis_output/blurred_1/sample_003_5.3946_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_003_5.3946_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_003_5.3946_blurred.pdf
sample_005,3.5355,"[(7.0, 7.0), (7.25, 7.0), (7.25, 7.25), (7.5, 7.25), (7.5, 7.5), (7.75, 7.5), (8.0, 7.5), (8.25, 7.5), (8.25, 7.75), (8.5, 7.75), (8.5, 7.5), (8.75, 7.5), (8.75, 7.25), (8.75, 7.0), (8.75, 6.75), (9.0, 6.75), (9.0, 6.5), (8.75, 6.5), (8.5, 6.5), (8.5, 6.25), (8.75, 6.25), (9.0, 6.25), (9.0, 6.0), (9.25, 6.0), (9.25, 6.25), (9.5, 6.25), (9.5, 6.0), (9.5, 5.75), (9.5, 5.5), (9.5, 5.25), (9.5, 5.0), (9.5, 4.75), (9.5, 4.5)]",3.0_7.0/thesis_output/sample_004_3.6241.pdf,"Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.75 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.75 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.5 units west, then Take 0.25 units south, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 1.75 units south.",3.0_7.0/thesis_output/blurred_1/sample_004_3.6241_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_004_3.6241_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_004_3.6241_blurred.pdf
sample_006,3.5795,"[(7.0, 7.0), (7.0, 6.75), (7.25, 6.75), (7.25, 6.5), (7.5, 6.5), (7.5, 6.25), (7.75, 6.25), (8.0, 6.25), (8.0, 6.0), (8.0, 5.75), (8.0, 5.5), (8.25, 5.5), (8.25, 5.25), (8.25, 5.0), (8.5, 5.0), (8.5, 5.25), (8.5, 5.5), (8.75, 5.5), (8.75, 5.75), (8.75, 6.0), (9.0, 6.0), (9.0, 5.75), (9.0, 5.5), (9.25, 5.5), (9.25, 5.75), (9.25, 6.0), (9.5, 6.0), (9.5, 5.75), (9.5, 5.5), (9.75, 5.5), (10.0, 5.5), (10.25, 5.5)]",3.0_7.0/thesis_output/sample_005_3.624.pdf,"Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.5 units east, then Take 0.75 units south, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units east, then Take 0.5 units south, then Take 0.75 units east.",3.0_7.0/thesis_output/blurred_1/sample_005_3.624_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_005_3.624_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_005_3.624_blurred.pdf
sample_007,3.1623,"[(7.0, 7.0), (6.75, 7.0), (6.75, 7.25), (6.75, 7.5), (6.5, 7.5), (6.25, 7.5), (6.25, 7.75), (6.25, 8.0), (6.25, 8.25), (6.25, 8.5), (6.0, 8.5), (6.0, 8.75), (6.0, 9.0), (6.0, 9.25), (6.0, 9.5), (6.25, 9.5), (6.5, 9.5), (6.75, 9.5), (6.75, 9.25), (6.5, 9.25), (6.25, 9.25), (6.25, 9.0), (6.25, 8.75), (6.5, 8.75), (6.5, 9.0), (6.75, 9.0), (7.0, 9.0), (7.25, 9.0), (7.25, 9.25), (7.0, 9.25), (7.0, 9.5), (7.25, 9.5), (7.25, 9.75), (7.5, 9.75), (7.5, 9.5), (7.5, 9.25), (7.75, 9.25), (7.75, 9.5), (7.75, 9.75), (8.0, 9.75), (8.0, 10.0)]",3.0_7.0/thesis_output/sample_006_3.2323.pdf,"Take 0.25 units west, then Take 0.5 units north, then Take 0.5 units west, then Take 1.0 units north, then Take 0.25 units west, then Take 1.0 units north, then Take 0.75 units east, then Take 0.25 units south, then Take 0.5 units west, then Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.75 units east, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 0.25 units east, then Take 0.25 units north.",3.0_7.0/thesis_output/blurred_1/sample_006_3.2323_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_006_3.2323_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_006_3.2323_blurred.pdf
sample_008,6.3738,"[(7.0, 7.0), (6.75, 7.0), (6.75, 6.75), (6.75, 6.5), (6.5, 6.5), (6.5, 6.25), (6.5, 6.0), (6.25, 6.0), (6.25, 5.75), (6.25, 5.5), (6.0, 5.5), (5.75, 5.5), (5.5, 5.5), (5.25, 5.5), (5.25, 5.75), (5.0, 5.75), (4.75, 5.75), (4.75, 5.5), (5.0, 5.5), (5.0, 5.25), (4.75, 5.25), (4.5, 5.25), (4.25, 5.25), (4.0, 5.25), (4.0, 5.0), (4.0, 4.75), (3.75, 4.75), (3.75, 4.5), (3.5, 4.5), (3.25, 4.5), (3.0, 4.5), (3.0, 4.25), (3.0, 4.0), (3.0, 3.75), (2.75, 3.75), (2.5, 3.75), (2.5, 4.0), (2.25, 4.0), (2.0, 4.0), (1.75, 4.0), (1.5, 4.0), (1.5, 4.25), (1.25, 4.25)]",3.0_7.0/thesis_output/sample_007_6.4647.pdf,"Take 0.25 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.5 units south, then Take 1.0 units west, then Take 0.25 units north, then Take 0.5 units west, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 1.0 units west, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.75 units west, then Take 0.75 units south, then Take 0.5 units west, then Take 0.25 units north, then Take 1.0 units west, then Take 0.25 units north, then Take 0.25 units west.",3.0_7.0/thesis_output/blurred_1/sample_007_6.4647_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_007_6.4647_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_007_6.4647_blurred.pdf
sample_009,5.4083,"[(7.0, 7.0), (7.0, 6.75), (7.25, 6.75), (7.5, 6.75), (7.5, 6.5), (7.5, 6.25), (7.75, 6.25), (8.0, 6.25), (8.0, 6.0), (8.0, 5.75), (7.75, 5.75), (7.75, 6.0), (7.5, 6.0), (7.25, 6.0), (7.25, 5.75), (7.25, 5.5), (7.5, 5.5), (7.75, 5.5), (7.75, 5.25), (8.0, 5.25), (8.0, 5.0), (8.25, 5.0), (8.25, 5.25), (8.25, 5.5), (8.5, 5.5), (8.75, 5.5), (8.75, 5.25), (8.75, 5.0), (8.5, 5.0), (8.5, 4.75), (8.25, 4.75), (8.25, 4.5), (8.25, 4.25), (8.25, 4.0), (8.5, 4.0), (8.5, 3.75), (8.75, 3.75), (9.0, 3.75), (9.25, 3.75), (9.25, 4.0), (9.5, 4.0), (9.5, 3.75), (9.75, 3.75), (9.75, 3.5), (10.0, 3.5), (10.25, 3.5), (10.5, 3.5), (10.75, 3.5), (10.75, 3.75), (10.75, 4.0), (11.0, 4.0), (11.25, 4.0), (11.5, 4.0)]",3.0_7.0/thesis_output/sample_008_5.4045.pdf,"Take 0.25 units south, then Take 0.5 units east, then Take 0.5 units south, then Take 0.5 units east, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units north, then Take 0.5 units west, then Take 0.5 units south, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 0.5 units east, then Take 0.5 units south, then Take 0.25 units west, then Take 0.25 units south, then Take 0.25 units west, then Take 0.75 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.75 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 1.0 units east, then Take 0.5 units north, then Take 0.75 units east.",3.0_7.0/thesis_output/blurred_1/sample_008_5.4045_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_008_5.4045_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_008_5.4045_blurred.pdf
sample_010,5.7554,"[(7.0, 7.0), (7.25, 7.0), (7.25, 7.25), (7.5, 7.25), (7.5, 7.5), (7.75, 7.5), (7.75, 7.25), (7.75, 7.0), (8.0, 7.0), (8.25, 7.0), (8.5, 7.0), (8.75, 7.0), (9.0, 7.0), (9.0, 6.75), (9.0, 6.5), (9.0, 6.25), (9.25, 6.25), (9.25, 6.0), (9.5, 6.0), (9.5, 6.25), (9.5, 6.5), (9.75, 6.5), (10.0, 6.5), (10.0, 6.25), (10.25, 6.25), (10.5, 6.25), (10.75, 6.25), (11.0, 6.25), (11.0, 6.0), (11.25, 6.0), (11.25, 5.75), (11.25, 5.5), (11.5, 5.5), (11.5, 5.75), (11.75, 5.75), (11.75, 6.0), (11.5, 6.0), (11.5, 6.25), (11.25, 6.25), (11.25, 6.5), (11.5, 6.5), (11.5, 6.75), (11.75, 6.75), (12.0, 6.75), (12.0, 6.5), (12.25, 6.5), (12.25, 6.75), (12.5, 6.75), (12.75, 6.75)]",3.0_7.0/thesis_output/sample_009_5.8323.pdf,"Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.5 units south, then Take 1.25 units east, then Take 0.75 units south, then Take 0.25 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.5 units north, then Take 0.5 units east, then Take 0.25 units south, then Take 1.0 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.5 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units west, then Take 0.25 units north, then Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units east, then Take 0.25 units south, then Take 0.25 units east, then Take 0.25 units north, then Take 0.5 units east.",3.0_7.0/thesis_output/blurred_1/sample_009_5.8323_blurred.pdf,3.0_7.0/thesis_output/blurred/sample_009_5.8323_blurred.pdf,3.0_7.0/thesis_output/blurred_5/sample_009_5.8323_blurred.pdf
